iter	Passed	Remaining
688	738	333
689	740	332
690	741	331
691	742	330
692	742	329
693	743	327
694	744	326
695	745	325
696	746	324
697	747	323
698	748	322
699	749	321
700	750	320
701	751	319
702	753	318
703	754	317
704	756	316
705	758	315
706	759	314
707	760	313
708	761	312
709	762	311
710	762	310
711	763	308
712	764	307
713	767	307
714	768	306
715	770	305
716	772	304
717	773	303
718	774	302
719	775	301
720	776	300
721	777	299
722	779	298
723	780	297
724	782	296
725	784	295
726	787	295
727	788	294
728	789	293
729	789	292
730	790	291
731	792	290
732	793	289
733	794	287
734	796	287
735	797	286
736	799	285
737	801	284
738	802	283
739	803	282
740	804	281
741	806	280
742	806	279
743	807	277
744	808	276
745	809	275
746	810	274
747	811	273
748	812	272
749	813	271
750	814	270
751	816	269
752	817	268
753	819	267
754	820	266
755	820	264
756	821	263
757	822	262
758	823	261
759	826	260
760	828	260
761	831	259
762	832	258
763	834	257
764	834	256
765	835	255
766	836	254
767	837	253
768	838	251
769	839	250
770	840	249
771	841	248
772	842	247
773	844	246
774	845	245
775	845	244
776	846	243
777	847	241
778	848	240
779	850	239
780	851	238
781	852	237
782	853	236
783	853	235
784	854	234
785	856	233
786	858	232
787	860	231
788	861	230
789	862	229
790	863	228
791	864	227
792	865	225
793	866	224
794	867	223
795	868	222
796	868	221
797	869	220
798	872	219
799	873	218
800	874	217
801	876	216
802	877	215
803	878	214
804	879	213
805	881	212
806	882	211
807	883	210
808	885	208
809	887	208
810	889	207
811	890	206
812	891	205
813	893	204
814	895	203
815	896	202
816	898	201
817	899	200
818	902	199
819	904	198
820	905	197
821	906	196
822	907	195
823	909	194
824	910	193
825	911	192
826	913	191
827	914	190
828	917	189
829	918	188
830	919	187
831	921	186
832	922	185
833	924	183
834	925	182
835	926	181
836	927	180
837	929	179
838	930	178
839	931	177
840	933	176
841	934	175
842	936	174
843	937	173
844	938	172
845	940	171
846	941	170
847	942	168
848	943	167
849	946	167
850	947	165
851	949	164
852	950	163
853	951	162
854	952	161
855	954	160
856	955	159
857	956	158
858	958	157
859	959	156
860	962	155
861	965	154
862	966	153
863	967	152
864	969	151
865	970	150
866	971	149
867	973	148
868	974	146
869	977	146
870	978	144
871	979	143
872	980	142
873	981	141
874	982	140
875	983	139
876	984	138
877	986	137
878	987	135
879	988	134
880	989	133
881	990	132
882	992	131
883	993	130
884	994	129
885	995	128
886	996	127
887	998	125
888	999	124
889	1000	123
890	1001	122
891	1001	121
892	1002	120
893	1003	118
894	1004	117
895	1008	117
896	1009	115
897	1011	114
898	1012	113
899	1013	112
900	1014	111
901	1015	110
902	1016	109
903	1017	108
904	1018	106
905	1019	105
906	1020	104
907	1020	103
908	1022	102
909	1023	101
910	1024	100
911	1026	99
912	1028	97
913	1029	96
914	1030	95
915	1031	94
916	1032	93
917	1033	92
918	1034	91
919	1035	90
920	1037	88
921	1038	87
922	1039	86
923	1040	85
924	1042	84
925	1044	83
926	1045	82
927	1046	81
928	1047	80
929	1048	78
930	1049	77
931	1051	76
932	1053	75
933	1054	74
934	1055	73
935	1057	72
936	1058	71
937	1059	70
938	1060	68
939	1061	67
940	1062	66
941	1063	65
942	1064	64
943	1065	63
944	1066	62
945	1068	61
946	1069	59
947	1070	58
948	1072	57
949	1074	56
950	1075	55
951	1076	54
952	1077	53
953	1078	52
954	1079	50
955	1080	49
956	1081	48
957	1083	47
958	1085	46
959	1086	45
960	1088	44
961	1089	43
962	1091	41
963	1093	40
964	1094	39
965	1095	38
966	1097	37
967	1098	36
968	1099	35
969	1101	34
970	1102	32
971	1103	31
972	1104	30
973	1104	29
974	1105	28
975	1107	27
976	1108	26
977	1109	24
978	1109	23
979	1112	22
980	1113	21
981	1115	20
982	1116	19
983	1117	18
984	1119	17
985	1122	15
986	1123	14
987	1124	13
988	1129	12
989	1130	11
990	1131	10
991	1133	9
992	1134	7
993	1135	6
994	1136	5
995	1137	4
996	1138	3
997	1138	2
998	1139	1
999	1140	0
